# run=/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du csharpgenerators=f9cbd7911527b8272ee384926255f7aed160b794 scaledcompilers=a202a1fb80ad52df2bd2e99d5d6ee9910739a2eb omispecifications=fa3ed9cfcca776d736a223fecfc6f20b723da8d4
model	model_hash	stage	error	prev_stage	prev_error	defect	prev_defect	run
Cboe.BxeEquities.LastSale.Apf.v1.7	399c62cc63117a84150b25152010924aaa0c167c05ddda80c7d87ce29d1a5d71	generation	Model 'Cboe.BxeEquities.LastSale.Apf.v1.7': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.BxeEquities.LastSale.Apf.v1.7': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BxeEquities.MulticastDepthOfBook.Pitch.v6.67	75285a1b3a83c33a64bd77d5238970d4eeb49f4e36ad31feaedb0135a072da82	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BxeEquities.TcpDepthOfBook.AsciiPitch.v4.34	b2205242fda8c2e1171f5293d9d3a4d35ede375960a87fbeb65ddc81173deb35	generation	Model 'Cboe.BxeEquities.TcpDepthOfBook.AsciiPitch.v4.34': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.BxeEquities.TcpDepthOfBook.AsciiPitch.v4.34': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.BinaryOrderEntry.Boe.v2.4.55	81fa0766a5628b73fd8c564233ec4a479aaeb2165a7564321a1e9268d87c346c	generation	Model 'Cboe.ByxEquities.BinaryOrderEntry.Boe.v2.4.55': no ZeroCopy walker for tree 'packet': loop step 'packet' has no derivable byte bound: Model 'Cboe.ByxEquities.BinaryOrderEntry.Boe.v2.4.55': count-only size is not derivable for 'packet.message.loginrequestmessage': the dynamic target has no Size or Optional rule from which to derive consumed bytes..	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.LastSale.AsciiPitch.v1.2.4	fda9a58fe529c8bd2da94ac482905f05d3bb26293dc3a60fc1a277b7d216976a	generation	Model 'Cboe.ByxEquities.LastSale.AsciiPitch.v1.2.4': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.ByxEquities.LastSale.AsciiPitch.v1.2.4': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.MulticastDepthOfBook.Pitch.v2.41.29	b44d89d5769d10223ebea78073322c450a590b6b244a1835cbdb2dfb8b714ac2	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.MulticastDepthOfBook.Pitch.v2.41.64	d20664043d2245adc18c6803f948c57b67a93510eef90634d85b8836b31e017e	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.MulticastDepthOfBook.Pitch.v2.41.66	c44d432b6f9c7dd0f2b5ebdba53bbdbd3af7a6a73bda9bd35ef6cfa7c9763911	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.MulticastDepthOfBook.Spin.v2.41.66	f2465adc1427c8ccc79cf8eabf4458aff67e4623db2e6ccae34387bf91e1c7dd	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.SummaryDepth.Pitch.v1.0.4	b9d21e6b7a6575b5af49ecfbe79edcf422bbb71ecdf9edab47c5805f626fe9b4	generation	Model 'Cboe.ByxEquities.SummaryDepth.Pitch.v1.0.4': the generator does not emit counted group 'packet.messages.message.payload.adapmessage.adapblock' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.SummaryDepth.Pitch.v1.0.7	e533a981ce7e621ef7283db110939002069229ef496265ebe09ff37cd6fa6704	generation	Model 'Cboe.ByxEquities.SummaryDepth.Pitch.v1.0.7': the generator does not emit counted group 'packet.messages.message.payload.adapmessage.adapblock' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.TcpDepthOfBook.AsciiPitch.v1.15.13	eeea36e1d7a8d50bcc90315d2a474a0e9c49b8d2a4717eeea441f79c56f20bce	generation	Model 'Cboe.ByxEquities.TcpDepthOfBook.AsciiPitch.v1.15.13': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.ByxEquities.TcpDepthOfBook.AsciiPitch.v1.15.13': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.Top.AsciiPitch.v1.3.2	d38ad84c6f4ff8301aee23145fc1c59181a4e1ac1adaf0e419a0a9c8c98f7db4	build	Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Messages/ExpandedAskUpdateMessage.cs: error CS0029: Cannot implicitly convert type 'string' to 'decimal' [Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Cboe.ByxEquities.Top.AsciiPitch.v1.3.2.csproj]	build	Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Messages/ExpandedBidUpdateMessage.cs: error CS0029: Cannot implicitly convert type 'string' to 'decimal' [Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Cboe.ByxEquities.Top.AsciiPitch.v1.3.2/Cboe.ByxEquities.Top.AsciiPitch.v1.3.2.csproj]	cs0029	cs0029	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.ByxEquities.Top.AsciiPitch.v1.3.9	2530de0445bed3ff61d6f93012d6f1b9d544122d3e00c380bd5de6dd9f12cc24	build	Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Messages/ExpandedAskUpdateMessage.cs: error CS0029: Cannot implicitly convert type 'string' to 'decimal' [Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Cboe.ByxEquities.Top.AsciiPitch.v1.3.9.csproj]	build	Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Messages/ExpandedBidUpdateMessage.cs: error CS0029: Cannot implicitly convert type 'string' to 'decimal' [Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Cboe.ByxEquities.Top.AsciiPitch.v1.3.9/Cboe.ByxEquities.Top.AsciiPitch.v1.3.9.csproj]	cs0029	cs0029	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.AuctionFeed.AsciiPitch.v1.3.8	792ba2320a8a5c5ee43420e47ceff89a73756442e226c41579c583f48c6dabeb	generation	Model 'Cboe.BzxEquities.AuctionFeed.AsciiPitch.v1.3.8': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.BzxEquities.AuctionFeed.AsciiPitch.v1.3.8': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.3	7616dce04b620a70a8a724dc0b89e31e319a906184d722c2504fdd47ac716664	generation	Model 'Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.3': the generator does not emit counted group 'packet.message.loginrequestmessage.paramgroup' because the group does not have a supported row cursor.	build	Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.3/Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.3/Types/NoUnspecifiedUnitReplay.cs: error CS0103: The name 'T' does not exist in the current context [Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.3/Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.3/Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.3.csproj]	zc-counted-group-no-row-cursor	enum-nonnumeric-ascii-value	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.4.55	85f5050f59739b0137ca5d0d43d2aa28b6f0c7edfe6c185586e3a44f17412f38	generation	Model 'Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.4.55': no ZeroCopy walker for tree 'packet': loop step 'packet' has no derivable byte bound: Model 'Cboe.BzxEquities.BinaryOrderEntry.Boe.v2.4.55': count-only size is not derivable for 'packet.message.loginrequestmessage': the dynamic target has no Size or Optional rule from which to derive consumed bytes..	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.LastSale.AsciiPitch.v1.2.4	0caeb3721898b70aae6c44838229f26aad84ef15e4d005a39b2b5ede3c88769c	generation	Model 'Cboe.BzxEquities.LastSale.AsciiPitch.v1.2.4': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.BzxEquities.LastSale.AsciiPitch.v1.2.4': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.MulticastDepthOfBook.Pitch.v2.41.29	e628d1635df4dd19e75e3a955135be5c3cc8e20c2b287ee2e033887d455e2190	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.MulticastDepthOfBook.Pitch.v2.41.64	7fb8ed4bf2a64ad1434e4d49d828a7ab36b1e30d5bcda3701e3b8dbb653ab002	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.MulticastDepthOfBook.Pitch.v2.41.66	a795111d996860d9f34e24ef04470e2db8490c5db23e479260986f35cd6003ab	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.MulticastDepthOfBook.Spin.v2.41.66	d49d866bd99bd3617b3bedf2eb2bf991bd58facda9a55a1e50b2d0b6924564de	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.SummaryDepth.Pitch.v1.0.4	8dba0962e045f0cc04ebe4c8e23ceb3ee2d15a61b6e83286e9b9625a407f9e12	generation	Model 'Cboe.BzxEquities.SummaryDepth.Pitch.v1.0.4': the generator does not emit counted group 'packet.messages.message.payload.adapmessage.adapblock' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.SummaryDepth.Pitch.v1.0.7	ff10e3439a005f9574cd57944feaace3a5385efa238005b2190cba72d6dd3961	generation	Model 'Cboe.BzxEquities.SummaryDepth.Pitch.v1.0.7': the generator does not emit counted group 'packet.messages.message.payload.adapmessage.adapblock' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.TcpDepthOfBook.AsciiPitch.v1.15.13	59080b65e81bc932525d95245199c8d26f4f37989405095fdde5df4910991a0d	generation	Model 'Cboe.BzxEquities.TcpDepthOfBook.AsciiPitch.v1.15.13': fixed-layout accessor field is missing required Size trait. This is a model/compiler defect. Field='Unsequenced Message' (Field, packet.payload.unsequenceddatapacket.unsequencedmessage, 0 bytes).	generation	Model 'Cboe.BzxEquities.TcpDepthOfBook.AsciiPitch.v1.15.13': no empty-packet method for case '+' of tree 'packet': case target 'packet.payload.debugpacket' is not a zero-byte static target.	accessor-missing-size-trait	zc-empty-packet-case-not-zero-byte	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxEquities.Top.AsciiPitch.v1.3.9	59a2b5a575a479845b8f8e93cc89a6daaaa1d159f1e0268a6fa0cea69c907f3a	build	Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Messages/ExpandedAskUpdateMessage.cs: error CS0029: Cannot implicitly convert type 'string' to 'decimal' [Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Cboe.BzxEquities.Top.AsciiPitch.v1.3.9.csproj]	build	Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Messages/ExpandedBidUpdateMessage.cs: error CS0029: Cannot implicitly convert type 'string' to 'decimal' [Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Cboe.BzxEquities.Top.AsciiPitch.v1.3.9/Cboe.BzxEquities.Top.AsciiPitch.v1.3.9.csproj]	cs0029	cs0029	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.BinaryOrderEntry.Boe.v2.10	306508038fcd05801fedd8266afdea373a8ddb96e160bcc75085be38f5510960	generation	Model 'Cboe.BzxOptions.BinaryOrderEntry.Boe.v2.10': the generator does not emit counted group 'packet.message.loginrequestmessage.paramgroup' because the group does not have a supported row cursor.	build	Cboe.BzxOptions.BinaryOrderEntry.Boe.v2.10/Cboe.BzxOptions.BinaryOrderEntry.Boe.v2.10/Types/NoUnspecifiedUnitReplay.cs: error CS0103: The name 'T' does not exist in the current context [Cboe.BzxOptions.BinaryOrderEntry.Boe.v2.10/Cboe.BzxOptions.BinaryOrderEntry.Boe.v2.10/Cboe.BzxOptions.BinaryOrderEntry.Boe.v2.10.csproj]	zc-counted-group-no-row-cursor	enum-nonnumeric-ascii-value	/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.BinaryOrderEntry.Boe3.v1.0.10	ceb4fcab4aee21e5859a866b0ea0262fbf94008a4e93dcaa3870df1370ccec73	generation	Model 'Cboe.BzxOptions.BinaryOrderEntry.Boe3.v1.0.10': no ZeroCopy walker for tree 'firmpacket': no path from its root to a message dispatch.	passed		zc-walker-unsupported-path		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.Complex.Pitch.v2.1.61	e1db32e623745d5388dcbaf272354e42ce61b475bda4e3627dfd5589868572b2	generation	Model 'Cboe.BzxOptions.Complex.Pitch.v2.1.61': the generator does not emit counted group 'packet.messages.message.payload.complexinstrumentdefinitionexpandedmessage.complexleg' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.Complex.Spin.v2.1.61	a3e73c0416c4c6935cad878089fb4b26ab021a430e085b7672a61354e300815c	generation	Model 'Cboe.BzxOptions.Complex.Spin.v2.1.61': the generator does not emit counted group 'packet.messages.message.payload.complexinstrumentdefinitionexpandedmessage.complexleg' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.ComplexAuction.Pitch.v2.2.41	12cb607d1bb4ccd1970da8d17e71d8b25200e15d241ad1045505bb9a26617254	generation	Model 'Cboe.BzxOptions.ComplexAuction.Pitch.v2.2.41': the generator does not emit counted group 'packet.messages.message.payload.complexinstrumentdefinitionexpandedmessage.complexleg' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.ComplexTop.Pitch.v1.1.54	2baa8430313ca58576b7f345266b67c1e16e31ee874b295abbb3c0d25797f98c	generation	Model 'Cboe.BzxOptions.ComplexTop.Pitch.v1.1.54': the generator does not emit counted group 'packet.messages.message.payload.complexinstrumentdefinitionexpandedmessage.complexleg' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.ComplexTop.Spin.v1.1.54	4f55a322d2f470658d9184c200c1df19f16b43e44038ba6387397f079285ddf5	generation	Model 'Cboe.BzxOptions.ComplexTop.Spin.v1.1.54': the generator does not emit counted group 'packet.messages.message.payload.complexinstrumentdefinitionexpandedmessage.complexleg' because the group does not have a supported row cursor.	passed		zc-counted-group-no-row-cursor		/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastDepthOfBook.Pitch.v2.41.29	91f0bdae594488d10eb96a920a5af643809ab852ded7f6da228801eb231b3d87	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastDepthOfBook.Pitch.v2.41.64	c9de29956993ef77a4fe4eefe2cabcdae00c84dc067c41c885163854f4e8d757	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastDepthOfBook.Pitch.v2.41.66	f1c2e2c1d5008bb1871166705f995caa57553274e6bfe4dadfa8f5f5df24fe15	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastDepthOfBook.Pitch.v2.41.76	66f05e0a5c8735ca6ab22df32a8bd116953d239230ea588a27d7b0ee8c9fc6b7	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastDepthOfBook.Pitch.v2.41.80	45d26251f0ffe09005afc3354d012eef16bdb801ac6d7c66aef6313da4dfaca9	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastDepthOfBook.Spin.v2.41.66	3748643426af82711990f5dcc7c6e071da7b1652c149882b6edcfdf4808ff8f2	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastTop.Pitch.v1.2.54	12353d78d7fe1088030f886e4280f4c979641f50a349432a3b72757fdaff8be2	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.BzxOptions.MulticastTop.Spin.v1.2.54	069bbecd2518a4466ce6de53b004aa47e1bec67ba05e0cf600d61f5dd8d9c467	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
Cboe.C1Options.AuctionFeed.Pitch.v1.1.1	b96c6375b3baa50b4c5f01b5905ebf6b959605384a665d9bd8677c06bdd8b988	passed						/home/sean/code/scaled/CSharpGenerators/output/verify-zerocopy-binary-sern83du
